Bayonet,BorealForest,MinimalWear,3.12781954887e-06
Bayonet,BorealForest,Well-Worn,2.73684210526e-06
Bayonet,BorealForest,Battle-Scarred,2.15037593985e-05
Bayonet,CaseHardened,FactoryNew,1.91578947368e-06
Bayonet,CaseHardened,MinimalWear,2.18947368421e-06
Bayonet,CaseHardened,Field-Tested,6.29473684211e-06
Bayonet,CaseHardened,Well-Worn,1.91578947368e-06
Bayonet,CaseHardened,Battle-Scarred,1.50526315789e-05
Bayonet,CrimsonWeb,MinimalWear,2.35427277872e-06
Bayonet,CrimsonWeb,Field-Tested,6.76853423882e-06
Bayonet,CrimsonWeb,Well-Worn,2.05998868138e-06
Bayonet,CrimsonWeb,Battle-Scarred,1.61856253537e-05
Bayonet,DamascusSteel,FactoryNew,1.91578947368e-06
Bayonet,DamascusSteel,MinimalWear,2.18947368421e-06
Bayonet,DamascusSteel,Field-Tested,6.29473684211e-06
Bayonet,DamascusSteel,Well-Worn,1.91578947368e-06
Bayonet,DamascusSteel,Battle-Scarred,1.50526315789e-05
Bayonet,BlueSteel,FactoryNew,1.91578947368e-06
Bayonet,BlueSteel,MinimalWear,2.18947368421e-06
Bayonet,BlueSteel,Field-Tested,6.29473684211e-06
Bayonet,BlueSteel,Well-Worn,1.91578947368e-06
Bayonet,BlueSteel,Battle-Scarred,1.50526315789e-05
Bayonet,Doppler,FactoryNew,1.27719298246e-05
Bayonet,Doppler,MinimalWear,1.45964912281e-05
Bayonet,MarbleFade,FactoryNew,2.73684210526e-05
Bayonet,TigerTooth,FactoryNew,1.27719298246e-05
Bayonet,TigerTooth,MinimalWear,1.45964912281e-05
Bayonet,RustCoat,Well-Worn,3.08998302207e-06
Bayonet,RustCoat,Battle-Scarred,2.42784380306e-05
Bayonet,Ultraviolet,FactoryNew,1.91578947368e-06
Bayonet,Ultraviolet,MinimalWear,2.18947368421e-06
Bayonet,Ultraviolet,Field-Tested,6.29473684211e-06
Bayonet,Ultraviolet,Well-Worn,1.91578947368e-06
Bayonet,Ultraviolet,Battle-Scarred,1.50526315789e-05
Bayonet,Fade,FactoryNew,2.73684210526e-05
Bayonet,ForestDDPAT,FactoryNew,1.91578947368e-06
Bayonet,ForestDDPAT,MinimalWear,2.18947368421e-06
Bayonet,ForestDDPAT,Field-Tested,6.29473684211e-06
Bayonet,ForestDDPAT,Well-Worn,1.91578947368e-06
Bayonet,ForestDDPAT,Battle-Scarred,1.50526315789e-05
Bayonet,Night,MinimalWear,2.35427277872e-06
Bayonet,Night,Field-Tested,6.76853423882e-06
Bayonet,Night,Well-Worn,2.05998868138e-06
Bayonet,Night,Battle-Scarred,1.61856253537e-05
Bayonet,SafariMesh,MinimalWear,3.12781954887e-06
Bayonet,SafariMesh,Well-Worn,2.73684210526e-06
Bayonet,SafariMesh,Battle-Scarred,2.15037593985e-05
Bayonet,Scorched,FactoryNew,1.91578947368e-06
Bayonet,Scorched,MinimalWear,2.18947368421e-06
Bayonet,Scorched,Field-Tested,6.29473684211e-06
Bayonet,Scorched,Well-Worn,1.91578947368e-06
Bayonet,Scorched,Battle-Scarred,1.50526315789e-05
Bayonet,Slaughter,FactoryNew,5.04155124654e-06
Bayonet,Slaughter,MinimalWear,5.76177285319e-06
Bayonet,Slaughter,Field-Tested,1.65650969529e-05
Bayonet,Stained,MinimalWear,2.35427277872e-06
Bayonet,Stained,Field-Tested,6.76853423882e-06
Bayonet,Stained,Well-Worn,2.05998868138e-06
Bayonet,Stained,Battle-Scarred,1.61856253537e-05
Bayonet,UrbanMasked,FactoryNew,1.91578947368e-06
Bayonet,UrbanMasked,MinimalWear,2.18947368421e-06
Bayonet,UrbanMasked,Field-Tested,6.29473684211e-06
Bayonet,UrbanMasked,Well-Worn,1.91578947368e-06
Bayonet,UrbanMasked,Battle-Scarred,1.50526315789e-05
GutKnife,BorealForest,MinimalWear,2.35427277872e-06
GutKnife,BorealForest,Field-Tested,6.76853423882e-06
GutKnife,BorealForest,Well-Worn,2.05998868138e-06
GutKnife,BorealForest,Battle-Scarred,1.61856253537e-05
GutKnife,CaseHardened,FactoryNew,1.91578947368e-06
GutKnife,CaseHardened,MinimalWear,2.18947368421e-06
GutKnife,CaseHardened,Field-Tested,6.29473684211e-06
GutKnife,CaseHardened,Well-Worn,1.91578947368e-06
GutKnife,CaseHardened,Battle-Scarred,1.50526315789e-05
GutKnife,CrimsonWeb,MinimalWear,5.76177285319e-06
GutKnife,CrimsonWeb,Field-Tested,1.65650969529e-05
GutKnife,CrimsonWeb,Well-Worn,5.04155124654e-06
GutKnife,DamascusSteel,FactoryNew,1.91578947368e-06
GutKnife,DamascusSteel,MinimalWear,2.18947368421e-06
GutKnife,DamascusSteel,Field-Tested,6.29473684211e-06
GutKnife,DamascusSteel,Well-Worn,1.91578947368e-06
GutKnife,DamascusSteel,Battle-Scarred,1.50526315789e-05
GutKnife,BlueSteel,FactoryNew,1.91578947368e-06
GutKnife,BlueSteel,MinimalWear,2.18947368421e-06
GutKnife,BlueSteel,Field-Tested,6.29473684211e-06
GutKnife,BlueSteel,Well-Worn,1.91578947368e-06
GutKnife,BlueSteel,Battle-Scarred,1.50526315789e-05
GutKnife,Doppler,FactoryNew,1.27719298246e-05
GutKnife,Doppler,MinimalWear,1.45964912281e-05
GutKnife,MarbleFade,FactoryNew,1.27719298246e-05
GutKnife,MarbleFade,MinimalWear,1.45964912281e-05
GutKnife,TigerTooth,FactoryNew,1.27719298246e-05
GutKnife,TigerTooth,MinimalWear,1.45964912281e-05
GutKnife,RustCoat,Battle-Scarred,2.73684210526e-05
GutKnife,Ultraviolet,MinimalWear,2.35427277872e-06
GutKnife,Ultraviolet,Field-Tested,6.76853423882e-06
GutKnife,Ultraviolet,Well-Worn,2.05998868138e-06
GutKnife,Ultraviolet,Battle-Scarred,1.61856253537e-05
GutKnife,Fade,FactoryNew,1.27719298246e-05
GutKnife,Fade,MinimalWear,1.45964912281e-05
GutKnife,ForestDDPAT,MinimalWear,2.35427277872e-06
GutKnife,ForestDDPAT,Field-Tested,6.76853423882e-06
